label,text,user
5,"'U.S. Appl. No. 11/771,724, Examiner Interview Summary mailed Jan. 18, 2013', 3 pgs.",1
4,Koenders et al.: “IL-17 Synergy with TNF Causes Striking Cartilage Erosion in Vivo”,
4,"Cretikos et al., 'The Objective Medical Emergency Team Activation Criteria: A Case-Control Study', Resuscitation, Vo.. 73 (2007) pp. 62-72.",1
4,"Reaction Kinetics Between CO2 and Oil Shale Residual Carbon. I. Effect of Heating Rate on Reactivity, Alan K. Burnham, Jul. 11, 1978 (22 pages).",1
10,"Plant Variety Protection Act, Certificate No. 9900363 for Corn, Field 'PH2VK' issued Sep. 12, 2001.",1
5,"Australian Government, IP Australia, Patent Examination Report No. 1, in Application No. 2012318242, dated Apr. 30, 2014. (6 pages).",1
4,"Denilson Nunes dos Santos, et al, 'The Use of CO2 in the Manufacture of Paper with TMP at Melhoramentos' O Papel, Apr. 1995, pp. 51-54.",1
4,"Daemen et al., 'The Identity metasystem: Towards a Privacy-Compliant Solution to the Challenges of Digital Identity'",
4,"Daemen et al., 'The Identity metasystem: Towards a Privacy-Compliant Solution to the Challenges of Digital Identity'",
5,International Search Report for PCT/KR2012/009985.,1
5,"International Search Report (Application No. PCT/JP2009/067289) dated Nov. 2, 2009.",1
9,"PATENT ABSTRACTS OF JAPAN, FILE SUPPLIER JAPS, Tokyo, JP",
9,"Nittala, et al., 'Bottom Up Fill in High Aspect Ratio Trenches,' Novellus Systems, Inc., U.S. Appl. No. 13/313,735, filed Dec. 7, 2011.",1
6,"U.S. Appl. No. 11/127,662, filed May 12, 2005 Non-Final Office Action dated Aug. 9, 2007.",1
5,"International Preliminary Report of Patentability issued in connection with International Application No. PCT/EP2009/001967 mailed on Oct. 14, 2010.",1
6,"From U.S. Appl. No. 13/934,553, Application and Office Actions.",1
5,"International Search Report issued in PCT/JP11/002583 on Jul. 5, 2011, with English translation, 4 pgs.",1
9,Derwent Abstract of JP-A-11-321083.,1
1752,ASTM D4807 (2010).,1
12,Toshiba T1600 Portable Personal Computer User s Manual (no date).,1
4,"BROWN C.A. AND ZERBAN F.W.: 'SUGAR ANALYSIS', vol. 3 ED., 1941, JOHN WILEY & SONS, INC",1
4,"DENAVARRE: 'The Chemistry and Science of Cosmetics', 1962, VAN NOSTRAND CO. INC.",1
9,"U.S. Appl. No. 10/746,861, Examiner Interview Summary mailed Mar. 26, 2010, 3 pgs.",1
4,"Just, et al. Document no. 132:64483, retrieved from STN",
5,"'European Application Serial No. 07811705.8, Response filed Apr. 27, 2011 to Extended European Search Report mailed Oct. 26, 2010', 13 pgs.",1
4,"Baclawski et al., KEYNET: Fast Indexing for semantically rich information retrieval , Northeastern University, Technical Report NU CCS 94 06, Dec. 7, 1993.",1
9,"U.S. Appl. No. 14/493,156, filed Sep. 22, 2014, Yuen et al.",1
12,"Dri-EAZ, Product Catalog, Jan. 1, 2003, p. 10, Burlington, Washington, U.S.",1
5,"Written Opinion (Application No. PCT/JP2011/051836) Dated Apr. 19, 2011.",1
10,IEEE,
11,No further relevant documents disclosed,1
6,"Notification to Grant the Patent Right dated Jan. 29, 2014 issued by State Intellectual Property Office of the People's Republic of China in connection with Chinese counterpart application, Chinese National Application No. 201210230412.5.",1
10,"Borison, Rebecca",
12,"Technical Data Sheet of Hydroxypropyl Guar Gum provided by Hainian Zhongxin Chemical Co., Ltd., Hainan, China (2011).",1
5,"International Search Report and Written Opinion of the International Searching Authority from PCT/US2007/068820, dated Jun. 11, 2008.",1
1752,"R1-094152, 'Design of reference signals for relay backhaul link in LTE-A', 3GPP TSG RAN WG1 meeting #58bis, Oct. 12-16, 2009, Miyazaki, Japan.",1
6,"Foreign Communication From a Counterpart Application, Japanese Application No. 2014-506713, English Translation of Japanese Office Action dated Jan. 6, 2015, 2 pages.",1
9,"U.S. Appl. No. 10/953,834, filed Sep. 29, 2004, Hibner.",1
5,"European Patent Office, Search Report issued in corresponding European Patent Application No. 14822256.5 dated Feb. 10, 2017, 11 pages.",1
4,"Jordan, Michael I. et al., 'Hidden Markov Decision Trees', 1997, Center for Biological and Computational Learning Massachusetts Institute of Technology and Department of Computer Science, University of Toronto Canada.",1
4,"ALAN R. KATRITZKY, CHARLES W. REES, E.F.V. SCRIVEN: 'Comprehensive Heterocyclic Chemistry II: A Review of the Literature 1982-1995 The Structure, Reactions, Synthesis, and Uses of Heterocyclic Compounds', June 1996, PERGAMON PR",1
5,"'Verfahren zur Herstellung von Katalysatorformkörpern, deren Aktivmasse ein Multielementoxid ist', Research Disclosure RD 2005/497012, Sep. 2005, pp. 967-1002, (corresponding to US 2007/0032377 A1).",1
6,"James R. Milne, Gregory Carlsson, Steven Richman, Frederick Zustak, “Wireless Speaker System”, Applicant's response to Final Office Action filed May 10, 2017.",1
9,"U.S. Appl. No. 12/139,562, filed Jun. 16, 2008, Hafner et al.",1
1752,DIN 8580,1
4,"Dörwald, F. Zaragoza. Side Reactions in Organic Synthesis: A Guide to Successful Synthesis Design, Weinheim: Wiley-VCH Verlag GmbH & Co. KGaA, 2005, Preface.",1
10,"Heribert, B., et.al,",
9,"Patent Abstracts of Japan, English abstract of JP 07-143 790-A, Shimamura/Sanyo, publ. Jun. 2, 1995.",1
6,"Ruppert, R. et al. 'Download and Configuration Management Engine for Gaming System,' Office Action dated Jun. 8, 2011, for U.S. Appl. No. 12/269,661, 12 pages.",1
4,"GAKUSAI KIKAKU, ENZYME ANTIBODY TECHNIQUE, 1985",1
6,"Office Action (with English translation) for Taiwanese Patent Application No. 095142930, issued Sep. 18, 2013, 8 pgs.",1
9,"U.S. Appl. No. 10/2/45,035, Angros, Office Action Restriction dated Jan. 28, 2004.",1
5,"Written Opinion of the International Searching Authority for PCT/FI2006/000327 dated Jan. 11, 2007.",1
4,"Rosato et al. Ed., Injection Molding Handbook, Second Edition, Chapman & Hall (c) 1995, p. 143.*",1
5,"International Preliminary Report on Patentability and Written Opinon directed to related International Application No. PCT/EP2009/006518, The International Bureau of WIPO, Geneva, Switzerland, issued Mar. 22, 2011",
6,"Notice of Acceptance for Australian Patent Application No. 27669/01, dated Aug. 6, 2004.",1
4,"Focal Point Web Material, ' Sky(TM) 2x2'. date: 2002, p. 1.",1
4,"Lotus Notes Advisor, Advisor Publications, Aug. 1995, entire magazine.",1
9,US 2004/0020513 is the English translation of DE 10 2004 062 355 A1.,1
1752,DIN EN ISO 14644-1 vom August 2015,1
4,"'Shell Bitumen Handbook, 5th Ed.', 2003, pages: 224",1
4,"HERBST, WILLY ET AL.: 'Industrial Organic Pigments, Production, Properties, Applications', 2004, WILEY - VCH",1
1752,"Guidance for Industry, Container and Closure Integrity Testing in Lieu of Sterility Testing as a Component of the Stability Protocol for Sterile Products, Draft Guidance-Not for Implementation, dated Jan. 28, 1998.",1
4,"'Innovative Small Controller Family offers Full Integration,' News Release, Control Technology, Aug. 17, 1989, (DialogWeb search result).",1
6,"'U.S. Appl. No. 08/036,488, Non-Final Office Action mailed Sep. 27, 1993', 2 pgs.",1
5,"Extended European Search Report for Application No. 16171397.9, mailed on Jan. 26, 2017, 10 pages.",1
1752,"Third Generation Partnership Project, 'Technical Specification Group Radio Access Network",
10,"Jung, K., Kwang, I., Jain, A.",
6,"Letter of Sep. 13, 2012 by Beck Greener, submitted in European opposition of corresponding EP 1755565.",1
9,"U.S. Appl. No. 11/294,296, filed Dec. 5, 2005, Schick.",1
4,"Penafuerte, Cancer Research, December 2009",
8,"Wikipedia. 'Quadripole Magnet'. http://en.wikipedia.org/wiki/Quadrupole-magnet. Retrieved Apr. 1, 2012.",1
9,"U.S. Appl. No. 14/150,905, filed Jan. 9, 2014, Verde Chifflet, Luis A, et al.",1
8,SteveSchwindt. 'Warcraft III Commentary // NE vs NE (lvl 32) on Gnoll Wood'. YouTube.com. Online. Accessed via the Internet. Accessed 2012-01-24.,1
6,"'U.S. Appl. No. 10/004,695, Non-Final Office Action mailed Dec. 22, 2003', 6 pgs.",1
6,"U.S. Appl. No. 09/886,578, Office Action mailed Jun. 5, 2002.",1
4,"'Gemplus and National CacheCard Announce the First High Volume Issuance of a 64k Bit Smart Card', Gemplus Press Release, Apr. 11, 1995.",1
5,"International Search Report Written Opinion for PCT/US2004/018735 dated Nov. 17, 2004.",1
4,"Eshel et al. 'Panache: A Parallel File System Cache for Global File Access', Feb. 2010, 14 pages.",1
6,"U.S. Appl. No. 13/965,973, Office Action mailed Jan. 7, 2016.",1
6,"U.S. Official Action dated May. 4, 2005 in U.S. App. No. 10/989,146.",1
10,"Biswas, Anil D.",
9,"U.S. Appl. No. 12/258,750, Koji Ishizuka et al., filed Oct. 27, 2008.",1
4,"Flash, New and Notable Product Design, p. 28 from Design News Oct. 10, 2005.",1
4,"Juola et al., 'Learning to Translate: A Psycholinguistic Approach to the Induction of Grammars and Transfer Functions', http://citeseerx.ist.psu.edu, 1995.",1
12,"Information page, Bermad Easylock, Bermad CS Ltd, Bermad Israel (c) 2007-2012, Rev. 1, Mar. 2016.",1
4,"Gugrae-Jo, et al, 'New Toner Display Device: Image Display Using Conductive Toner And Charge Transport Layer' Japan Hardcopy '99, The Annual Conference Of The Imaging Society Of Japan, Jul. 21, 1999, 249-252.",1
10,"Energy Star® Program Requirements for Integral LED Lamps, Mar. 22, 2010, pp. 1-30.",1
4,"Bucella, T., et al., 'Single-chip DSP controller IC Provides High-performance Brushless DC Servo,' Mar. 1992, Powerconversion & Intellectual Motion.",1
12,Quadrant Plastic Composites-Product Information Sheet.,1
5,"Search Report and Written Opinion from corresponding PCT Application No. PCT/US2012/062033 dated Dec. 20, 2012.",1
10,"J-L LIN等: 'Improved Advanced Motion Vector Prediction', 《MOTION PICTURE EXPERT GROUP OR ISO/IEC JTC1/SC29/WG11, M18877》",1
9,"U.S. Appl. No. 09/972,056 filed Oct. 5, 2001.",1
9,"U.S. Appl. No. 12/241,217, filed Sep. 30, 2008, Lim.",1
9,"United States Patent Office Action for U.S. Appl. No. 13/318,457 dated Jun. 6, 2013 (12 pages).",1
9,"U.S. Appl. No. 12/024,360, filed Feb. 1, 2008, Liquid Drop Dispenser With Movable Deflector, Yonglin Xie et al.",1
9,"UPOV QZ PBR 20022058, Feb. 15, 2003.",1
10,"Bourgeois, Brian, DR., Dubberley, John and Cronin, Doug, 6.2-6.4 RDT&E Reviews, Power Point Presentation, Stennis Space Center, Mississippi, AUV Bathymetry, Feb. 26-Mar. 1, 2013.",1
4,"REMOTE PROVISIONING ARCHITECTURE FOR EMBEDDED UICC, 17 December 2013 (2013-12-17)",1
10,"European Community Application for Community Plant Variety Rights for Spinach (Spinacia oleracea L.), Breeder's Reference RS 06653411, filed on Jan. 7, 2009.",1
4,"Rosenbaum, Ron, 'Secrets of the Little Blue Box,' Esquire Magazine, Oct. 1971, p. 116.",1
9,"U.S. Appl. No. 10/401,299, filed Mar. 27, 2003, 'Method and System for Displaying Advertisements in an Electronic Program Guide', 65pp.",1
4,'Multilateral Technology: Taking Horizontal Wells To The Next Level' a supplement to Petroluem Engineer International (1997).,1
5,"International Search Report and Written Opinion dated Apr. 10, 2008.",1
6,"Notice of Reasons for Rejection (Office Action) in corresponding JP Patent application No. 2001-314949 mailed Dec. 13, 2005.",1
9,"U.S. Appl. No. 13/227,256 , 'Notice of Allowance', Dec. 11, 2013, 7 pages.",1
10,Boston Scientific Corporation's Supplemental Power Point slides used in Continued Markman Hearing (11 pages) (Document No. 1).,1
4,"Kaplan, S. M., “Wiley Electrical and Electronics Engineering Dictionary”, IEEE Press, 2004, pp. 141, 142, 548, 549.",1
9,"U.S. Appl. No. 61/270,023, filed Jul. 1, 2009, Linford et al.",1
6,"Chinese Office Action with English Language Translation, dated Jan. 5, 2016, Chinese Application No. 201410117750.7.",1
5,"Written Opinion from corresponding PCT/IN2006/002988 dated Jul. 16, 2007.",1
11,NEANT,1
5,"PCT/US06/19335, May 18, 2006, National Institutes of Health, Written Opinion of the International Searching Authority, Oct. 13, 2006.",1
4,"BROSS ET AL.: 'JCTVC-H1003', February 2012, article 'High efficiency video coding (HEVC) text specification draft 6'",1
5,"Extended European Search Report dated Dec. 12, 2013 issued in European Patent Publication No. 2 558 290.",1
10,"U.S. District Court for the Central District of California, Scheduling Conference, Order, Aug. 14, 2006.",1
4,"Prospekt der Fa. Mafi: The MAFI Cargo-Trailer- System For The Industries. A Successful Solution. 24 Seiten, überreicht auf der Transportmesse 90 am 22.06.1990",1
9,"Abstract of WO0105737, Method for preparing a carboxylic acid, Publication date: Jan. 25, 2001, Inventor: Pascal et al., esp@cenet database-worldwide.",1
9,"U.S. Appl. No. 13/518,833, filed Jun. 22, 2012, Gray et al.",1
9,English-language translation of JP 11-244040.,1
4,"'Microsilica 600-A Natural Pozzolan', General, Version 1, Microsilica NZ, 4 pages.",1
9,"English translation, Tsukagoshi, Japanese Pat. Pub. No. H4-259766, translation date: Jan. 2007, Schreiber Translations, Inc., all pages.",1
4,"Leith et al., 'Experimental Evaluation of Delay/Loss-based TCP Congestion Control Algorithms,' Proceedings of the 6th International Workshop on Protocols for Fast Long-Distance Networks, Mar. 2008, 6 pgs.",1
5,"International Search Report and Written Opinion of the International Searching Authority dated Sep. 13, 2016 from related PCT application PCT/US16/14377, 11 pages.",1
4,"'Control Data Systems Partners With Check Point Software To Resell FireWall-1,' Check Point Software Technologies Ltd., Feb. 21, 1996, 2 pages. (Reference on CD-ROM).",1
10,C. SZEGEDY,
4,"Riordan, Teresa, 'Implanting hair is tedious, exacting work-the perfect work for a robot,' The New York Times, Monday, Sep. 15, 2003 (1 page).",1
10,Mills,
4,"Vedaldi, A., “An implementation of SIFT detector and descriptor,” University of California at Los Angeles, 2007, 7 pages.",1
10,"Sarkis Abrahamian, EIA-608 and EIA-708 Closed Captioning, 2003.",1
8,"Wikipedia, Barcode. http://en.wikipedia.org/wiki/Barcode. (Retrieved Jan. 4, 2010).",1
5,"International Search Report and Written Opinion for PCT/EP2010/068658 dated Mar. 21, 2011.",1
10,Doug Olenick,
6,"Second Official Action (including translation) for Chinese Patent Application No. 03805540.6, sealed Apr. 3, 2009.",1
4,"DENGEL A ET AL: 'OFFICEMAID - A SYSTEM FOR OFFICE MAIL ANALYSIS, INTERPRETATION AND DELIVERY', INTERNATIONAL ASSOCIATION FOR PATTERN RECOGNITION WORKSHOP ON DOCUMENT ANALYSIS SYSTEMS, 1995, pages 52 - 75, XP000675809",1
4,"Sprout, A., 'Pen-Based Wizard,' Fortune, vol. 127, Issue 1, p. 87, 1993.",1
12,"VoiceObjects White Paper, Jul. 2003.",1
10,"Brian S. Furniss, et al.",
9,"Forstall, et al., U.S. Appl. No. 12/469,555, filed May 20, 2009.",1
6,"Chinese Patent Application # 200780026094.8 Official Action dated Feb. 2, 2012.",1
12,"Fehrer AG Linz, Austria, Brochure, The DREF 3 Friction Spinning Machine (Date Unknown).",1
4,"Massimo, M.D., et al., Myocardial Revascularization by a New Method of Carrying Blood Directly From the Left Ventricular Cavity into the Coronary Circulation, 34 J. Thoracic Surg. 257-264 (Aug. 1957).",1
4,"DOYLE, E.N., THE DEVELOPMENT AND USE OF POLYURETHANE PRODUCTS, 1971, pages 77",1
9,"U.S. Appl. No. 12/428,051",
4,"'Design of Prodrugs', 1985, ELSEVIER",1
4,"Sperling, et al., A randomized, double-blind, placebo-controlled clinical trial of intravenous bapineuzumab in patients with mild-to-moderate Alzheimer's disease who are alipoprotein E4 non-carriers, European Federation of Neurological Societies, Stockholm, Sweden, Sep. 11, 2012.",1
4,"N ( D Glycopyranosyl) Nitrobenzyloxycarbonyl Daunorubicine Pro Prodrugs and enzyme catalysed hydrolysis , Gesson., et al., Int. Carbohydr. Symp. Paris, p. 298 (1992).",1
6,"U.S. Appl. No. 10/334,056, Oct. 30, 2008, Office Action.",1
5,PCT Written Opinion of the International Searching Authority,
8,"ANONYMOUS: 'HER-2 / ErbB2 Antibody (N12)', WWW.PIERCE-ANTIBODIES.COM, pages 1 - 4, XP055149438, Retrieved from the Internet <URL:http://www.pierce-antibodies.com/products/printProductDetail/printProductDetails.cfm?js=1&format=extended&catnbr=MA5-12998> [retrieved on 20141028]",1
4,"CROWE ET AL.: 'OTAexpress: The High Level Expression & Protein', 1992, PURIFICATION SVSTEM QIAGEN, INC.",1
4,"Kim, Jae-Kwan, et al., 'A 3.6Gb/s/pin Simultaneous Bidirectional (SBD) I/O Interface for High-Speed DRAM', ISSCC 2004/Session 22/DSL and Multi-Gb/s I/O 22.7, IEEE International Solid-State Circuits Conference Feb. 15-19, 2004, vol. 1, pp. 414-415.",1
4,"Heinemann, et al., 'Fundamental and Exploratory Studies of Catalytic Steam Gasification of Carbonaceous Materials', Final Report Fiscal Years 1985-1994.",1
8,"Menta, “1200 Song MP3 Portable is a Milestone Player.” http://www.mp3newswire.net/stories/personaljuke.html Jul. 17, 2010). (retrieved Jul. 17, 2010).",1
4,"张春红等: '复合膨松剂研制', 《粮油食品科技》, no. 2, 21 April 1999 (1999-04-21), pages 22 - 23",1
12,"Craig Ball, 'Review: Vantec Nexus Fan Controller,' 'http://hexus.net/tech/reviews/cooling/633-vantec-nexus-fan-controller,' 2003-10-12, section 1: Introduction.",1
9,"English Abstract for CN1145901C, published Apr. 14, 2004, Total 1 p.",1
6,"Japanese Office Action dated Jan. 10, 2012 from related Japanese Application 2009-227851, together with an English-language translation.",1
1773,"Google Inc.'s Initial Invalidity Contentions, filed in Collarity, Inc., v. Google Inc., Jun. 11, 2012.",1
9,"U.S. Appl. No. 14/199,274, filed Mar. 6, 2014, entitled 'Mobile Risk Assessment,' inventors Prasanna Ganapathi Basavapatna, et al., 69 pages.",1
6,"Parallel Argentine application No. P040101044, office action dated Oct. 16, 2009.",1
8,"Polio from http://www.mayoclinic.com/health/polio/DS00572/DSECTION=treatments-and-drugs, pp. 1-2. Accessed 8/9/12.",1
4,"Wang, 'A Novel Fast Algorithm for Intra Mode Decision in H.264 / AVC Encoders', IEEE 2006, all pages",1
4,"Duarte, Alexander G. et al. 'Inhalation Therapy During Mechanical Ventilation' Respiratory Care Clinics of North America, Aerosol Therapy, Jun. 2001, pp. 233-259, vol. 7, No. 2.",1
11,NEANT,1
6,"U.S. Office Action dated Sep. 19, 2008 (U.S. Appl. No. 11/831,564).",1
9,"U.S. Appl. No. 14/154,454, filed Jan. 14, 2014.",1
1752,Approval Standard: Strainers for Use With Water Spray Systems,
4,"Cabot ('Corrosion Resistance of Hastelloy Alloysâ€ , Cabot Corp., 1984, pages 1-88)",1
10,"Hashimoto, K et al",
9,"U.S. Appl. No. 62/026,512, filed Jul. 18, 2014.",1
10,Lun-Chun Chen et al.,
6,"U.S. Patent and Trademark Office, 'Office Communication,' for U.S. Appl. No. 10/693,820 mailed Jul. 27, 2007",
4,"Toshiyuki Imai, A Topology-Oriented Algorithm for Voronoi Diagram of Polygons.",1
5,"International Search Report and Written Opinion from corresponding International patent application No. PCT/US2011/065028 dated Mar. 29, 2012.",1
9,JPN4007020529,
8,http://www.convergex.com,
1752,ISO 527-1-2,1
9,"PATENT ABSTRACTS OF JAPAN, C-569, page 119",
9,"U.S. Appl. No. 11/425,987, Ritland.",1
4,"Stevens et al., (Lab Chip, 8:2038-2045 (2008).",1
4,"Chaudiere, 'Whistle, Bell, Steam, and Exhaust Sounds', Model Railroader, May 1966, pp. 44-48, Kalmbach Publishing, Milwaukee, WI.",1
4,"Marbach, Ralf, 'Measurement Techniques for IR Spectroscopic Blood glucose Determination,' (1994) pp. 1-158.",1
4,"'An Interactive Prefetching Proxy Server for Improvement of WWW Latency', Ken-ichi Chinen et al., Proceedings of INET '97",
9,"U.S. Appl. No. 12/438,097, filed Dec. 28, 2009.",1
4,"GSM Has Problems Which are Now Attracting Attention Around The World Will Action Be Taken To Resolve Them?, Australian Communications, Jul. 1993, 8 Pages.",1
5,"PCT/US2007/020768-Written Opinion of the International Searching Authority, mailed Mar. 3, 2008, 7 pages.",1
10,"Definition of 'Overlap' from Webster's II Dictionary, p. 839.",1
4,"Oil Degradation During Oil Shale Retorting, J.H. Raley & R.L. Braun, May 24, 1976 (14 pages).",1
10,"GREENE, T.W.",
4,"N.N.: Neues automatisches Kompaktlagersystem, In: F + H Fördern und Heben, 41, 1991, Nr.7,S.560",1
4,"Kinney et al.“, Designer oils: the high oleic acid soybean”—Genetic Modification in the Food Industry, Ed. Sibel Roller and Susan Harlander, Springer-Science+ Business Media (1998), p. 193-211.",1
10,EPO,
4,"Goularte et al., 'Context-aware Support in Structured Documents for Interactive-TV,' Multimedia Systems, pp. 367-382 (2006).",1
4,"HARLOW AND LANE,: 'Antibodies, A Laboratory Manual', 1988",1
5,"The International Bureau, “International Preliminary Report on Patentability,” issued in connection with counterpart international application No. PCT/US2008/059783, mailed Oct. 21, 2010 (7 pages).",1
12,"Emerson, “About Rosemount 5300 Level Transmitter”, www.emerson.com, Nov. 2016, 6 pages.",1
4,"Informedia.TM. Digital Video Library: Integrated Speech, Image and Language Understanding for Creation and Exploration of Digital Video Libraries, Carnigie Mellon University, Computer Science Dept., http://www.informedia.cs.smu.edu/infor/improporal.h, Nov. 1994.",1
4,"F. Huster: 'Aluminium-back surface field: bow investigation and elimination', (2AO.2.1), 20th EUPVSEC, Barcelona, 6-10 June 2005",1
6,"Office Action for European Application No. 12185735.3 dated Dec. 9, 2016.",1
4,"Benvenisty et al. P.N.A.S., vol. 83 (1986) pp. 9551 9555.",1
6,"Official Communication for European Patent Application No. 15184764.7 dated Dec. 14, 2015.",1
11,No further relevant documents disclosed,1
6,"U.S. Appl. No. 13/001,570, May 7, 2013, Office Action.",1
4,"Smith et al, Food Additives Databook, 2003, p. 988.",1
9,"U.S. Appl. No. 13/475,238, filed May 18, 2012, Alper.",1
4,"Bilton, N., The check is in the mail, from Apple, The New York Times, Apr. 23, 2013.",1
6,"Korean Patent Application No. 10-2012-7017070—Office Action dated Sep. 27, 2013.",1
6,Chinese Office Action for Corresponding Chinese Application No. 201110254253.8.,1
10,Cash Receipt System CRS/6501/CRS6510,
10,"'Service.' Chambers 21st Century Dictionary. London: Chambers Harrap, 2001. Credo Reference. [online][retrieved on Jul. 10, 2011].",1
9,English Language Abstract of JP 2002-147794.,1
1752,"3rd Generation Partnership Project (3GPP), TS 36.321 V10.4.0, “Technical Specification Group Radio Access Network, Evolved Universal Terrestrial Radio Access (E-UTRA), Medium Access Control (MAC) Protocol Specification (Release 10)”, Dec. 2011, pp. 1-54.",1
4,"Dubin, Alex, 'Sunspot: Maryland's Online Community, Taking Stock at the Box Office,' 5 pages, dated Aug. 19, 1997.",1
12,"Dan Maher, “DriveCam Taking Risk Out of Driving”, DriveCam brochure folder, Jun. 6, 2005, 6 pages.",1
10,Hendrickson et al,
5,English Translation of International Preliminary Report of Patentability of PCT/JP2010/002429,
5,"Second Written Opinion from International Application No. PCT/US2016/049712, dated Oct. 19, 2017, 10 pages.",1
12,Pioneer/Dupont Research Alliance: Managing High-Oil Corn Products Growing TC Blend<1 >Seed Corn Products,
4,"SmartSPM ('Smart SPM (TM) Instruction Manual', (c) 2007-2009, AIST-NT, Version Feb. 26, 2010).",1
9,"U.S. Appl. No. 15/597,654, filed May 17, 2017, GLO AB.",1
9,"U.S, Appl. No. 12/257,836",
6,"'U.S. Appl. No. 12/549,347, Notice of Allowance mailed Apr. 26, 2013', 9 pgs.",1
12,"The Oracle8 Replication Manual, Part No. A58245-01",
4,"IOOC 89 Technical Digest, vol. 3 of 5, Jul. 20, 1989, 20A4 3, Polarization Independent Gain of Er 3 Doped Fiber Amplifier Under Single Mode Pumping , N. Suyama et al., pp. 32 33.",1
6,"U.S. Appl. No. 11/440,312, Angros et al., Final Office Action dated Feb. 25, 2011.",1
4,"Cover, 'Sun Microsystems Announces Java Architecture for XML Binding Beta Implementation', Oct. 24, 2002, p. 1-5.",1
12,"A pack of bags manufactured by Sonoco Products Company, Hartsville, S.C.",1
6,"Australian Office Action (Notice of Acceptance), re AU Application No. 2011274392, dated Nov. 14, 2013, including accepted (allowed) claims.",1
6,"'U.S. Appl. No. 10/997,767, Notice of Allowance mailed May 17, 2010', 9 pgs.",1
6,"U.S. Appl. No. 12/459,862, Non-Final Office Action mailed Dec. 15, 2011.",1
5,"Standard Search Report from European Patent Office, File No. RS 107376 US, completed Sep. 11, 2001, 4 pages.",1
4,"Chen et al, 'Normalized Queueing Delay: Congestion Control Jointly Utilizing Delay and Marking, April 2009",1
4,"EmWare Press Release: 'emWare, IBM Demonstrate Next Phase in Establishing Worldwide Access to Embedded Devices,' Chicago, IL Mar. 2, 1999.",1
10,"Dialog File 20, #10279554",
