label,text,user
4,"Butler et al., 'Identification and characterization of proteinase K-resistant proteins in members of the class mollicutes,' Infection and Immunity 59(3):1037-1042, 1991.",1
4,"Tos, M., et al., Implantation of Electromagnetic Ossicular Replacement Device, Ear, Nose and Throat Journal, 73(2):93 103, (Feb. 1994).",1
4,"German Publication Halbleiter Schaltungstechnik , Tietze et al. (1985) pp. 259 261 7th Edition.",1
4,"Moreland et al., Ann. Intern.Med., vol. 130, pp. 478-486 (1999).",8
6,"Office Action for Korean Patent Application No. 10-2015-7034914, issued Jan. 25, 2016, 8 pages.",1
4,"MANUSAMA, E. R. ET AL., SEMIN. SURG. ONCOL., vol. 14, 1998, pages 232 - 237",1
4,"Uras, M., 'Signal Detection Methods for Magnetostrictive Sensors', 970604, reprinted from Sensors and Actuators 1997, SP-1220, Society of Automotive Engineers, Feb. 24, 1997, pp. 23-33.",1
4,"Stassano et al., 'False Aneurysm from the Aortic Vent Site,' J Card Surg, 1982;23:401-402.",8
5,"International Application Serial No. PCT/US2011/059737, Search Report mailed Mar. 5, 2012, 3 pgs.",1
4,"Qinghao Meng et al., 'A Review of shape memory polymer composites and blends,' Composites: Part A vol. 40, 2009, pp. 1661-1672.",1
4,"Billet et al., 'Cryptanalysis of a White Box AES Implementation', Selected Areas in Cryptography Conference SAC 2004.",1
4,"GAZZANO-SANTORO ET AL., J. IMMUNOL. METHODS, vol. 202, 1996, pages 163",8
4,"Ronald E. Crochiere and Lawrence R. Rabiner, Multirate Digital Signal Processing, Prentice Hall, 1983. This document is presently unavailable and will be submitted at a later date .",1
4,"Correale et al., Journal of the National Cancer Institute, vol. 89, No. 4, pp. 293-300 (Feb. 19, 1997).",1
5,"European Examination Report for Application No. 09793768.4, mailed Jul. 31, 2014, 5 pages.",1
4,"Stanley-Crooke, Antisense Research and Applications, Chapter 1, Basic Principles of Antisense Therapeutics, Springer-Verlag Press, Berlin, Heidelberg, New York, p. 3.*",1
6,"Office Action issued for U.S. Appl. No. 11/825,328 mailed Apr. 3, 2009.",1
12,"'Plastruder MK5 Assembly', MakerBot Industries, http://wiki.makerbot.com/plastruder-mk5assebmly, last updated on Dec. 8, 2010, pp. 1-52.",8
4,"Nuovo GJ, 'In situ strand displacement amplification: an improved technique for the detection of low copy nucleic acids,' Diagnostic Molecular Pathology, 2000, 9(4):195-202.",8
6,"May 26, 2015 Office Action issued in Japanese Application No. 2013-027781.",1
6,"Office Action from U.S. Appl. No. 13/071,345, dated May 28, 2013.",1
4,"Cao, J. et al. (1997) Replication and Neutralization of Human Imunodeficiency Virus Type 1 Lacking the V1 and V2 Variable Loops of the gp120 Envelope Glycoprotein. J. Virol. 71: 9808-9812.",8
5,"PCT International Search Report and PCT Written Opinion dated Jul. 1, 2010 for International PCT Application No. PCT/US10/33266 filed Apr. 30, 2010.",1
6,"Final Office Action for U.S. Appl. No. 13/650,062, mailed Apr. 6, 2015, 7 pages.",1
4,"LONBERGAND HUSZAR, INT. REV. IMMUNOL., vol. 13, 1995, pages 65 - 93",8
4,"Fuyun Ling et al., Convergence and Steady-State Behavior of a Phase-Splitting Fractionally Spaced Equalizer, IEEE Transactions on Communications, (C) Apr. 4, 1990, vol. 38, No. 4, pp. 418-425, IEEE.",1
4,"Phillips (ed). 'Methods of Delivery' Section II of Methods of Enzymology. vol. 313, p. 287-397, 1999.",8
6,"Communication Pursuant to Article 94(3) EPC Dated Jul. 4, 2012 From the European Patent Office Re. Application No. 10194223.3.",8
4,"HODGE M R ET AL: 'The proximal promoter of the IL - 4 gene is composed of multiple essential regulatory sites that bind at least two distinct factors.', JOURNAL OF IMMUNOLOGY 154 (12). 1995. 6397-6405. ISSN: 0022-1767, vol. 154, no. 12, 1995, pages 6397 - 6405, XP002045451",8
9,"PATENT ABSTRACTS OF JAPAN vol. 018, no. 679 (M - 1728) 21 December 1994 (1994-12-21)",1
9,"PATENT ABSTRACTS OF JAPAN vol. 008, no. 182 (M - 319) 22 August 1984 (1984-08-22)",1
4,"W. Greenlee et al., J. Med. Chem., 28, 434 442 (1985).",8
5,"International Preliminary Report on Patentability for International Application No. PCT/US2011/048266, dated Feb. 28, 2013, 9 pages.",1
4,"Basic Res. Cardiol. 78, 19 27 (1983).",8
12,"CCA biochem bv, LACTY / A New Reduced Calorie Sweetner (undated).",8
6,"Official Communication issued in corresponding Japanese Patent Application No. 2011-504321, mailed on Jun. 14, 2012.",1
5,"European Search Report Dated Apr. 25, 2007.",1
4,"R. B. Bird et al., Transport Phenomena, John Wiley & Sons (1960).",8
4,"Biological Abstracts, vol. 82, abstract No. 159831, XP002032484, Plant Med O (Suppl), pp 152-162, 1980.",8
4,"Agrawal et al., 'Mining Association Rules between Sets of Items in Large Databases', Proceedings of the 1993 ACM-SIGMOD Conference, Washington DC, USA, May 1993.",8
4,"'Stem Cell Biology and Gene Therapy', 1998, JOHN WILEY & SONS",8
4,"Yang et al., Tetrahedron Lett., 33:37 (1992), pp. 37-40.",8
4,"Walter, Carl W., and Kundsin, Ruth B., The Bacteriologic Study of Surgical Gloves from 250 Operations , Surg. Cynecol. Abstract 128: 1969, pp. 949 952.",8
4,"Cline et al, Host Pathogen Interactions, Plant Physiol., 68:221 228, (1981).",1
8,"'Online Purchasing frees buyers for strategic work', PURCHASING, 16 December 1999 (1999-12-16), pages 1 - 9, XP002960622, Retrieved from the Internet <URL:http://www.findarticles.com>",8
4,"Makromol. Chem., Volume 188, issued 1987, J. KLEIN, 'Synthesis of some Poly(Vinylsaccharide)s of the Amide Type and Investigation of their Properties', pages 1217-1232, see entire document, especially pages 1217-1221.",8
4,"Webb et al, 'B1 and B2 Bradykinin Receptors . . . mRNAs' J. of Neurochemistry, vol. 62, No. 4 1994 pp1247-1253.",8
5,"Feb. 9, 2012 European Search Report in European Patent Appln. No. 11008025.6.",1
6,"Non-Final Office Action date mailed Dec. 7, 2009 for U.S. Appl. No. 11/809,913.",1
4,"Albert, W. G., et al., Digital Terminal Physical Design , The Bell System Technical Journal, vol. 61, No. 9, Nov. 1982, pp. 2757 2790.",8
4,"WACKETT LP: 'Microbial-based motor fuels: science and technology', 《MICROB BIOTECHNOL》, vol. 1, no. 3, 31 May 2008 (2008-05-31), pages 211 - 215",8
4,"Blonde, L. et al.; 'The Glipizide Gits Efficacy and Safety Trial Study Group. Glipizide Gits is Effective and Safe in a Wide Range of NIDDM Patients: Results of a Double Blind, Placebo Controlled Efficacy and Safety Trial,' Diabetes, vol. 45, Suppl. 2, pp. 285A, (1996).",1
4,"Patterson et al., Computer Architecture A Quantitative Approach.",8
4,"Smith R., Single chain antibody variable region fragments; www.stanford.edu/~smithr/science/scfv.html (last updated in May 2001).",8
6,"Office Action from the U.S. Patent and Trademark Office for U.S. Appl. No. 11/530,543, mailed on Dec. 27, 2010, 17 pgs.",1
4,"IBM Technical Disclosure Bulletin, Vol. 23, No. 1, June 1980, New York (US). BOWATER et al.: 'Microlink - A Bus Architecture for High Speed Inter-Processor Communication'. pages 334-339",1
9,"PATENT ABSTRACTS OF JAPAN vol. 1999, no. 09 30 July 1999 (1999-07-30)",1
4,"Kramer, et al., Science , 1998, 281, 1640 1645.",8
4,"Hsu, et al., “HBCI: Human-Building-Computer Interaction”, In Proceedings of the 2nd ACM Workshop on Embedded Sensing Systems for Energy-Efficiency in Building, Nov. 2, 2010, 6 pages.",1
9,"PATENT ABSTRACTS OF JAPAN vol. 13, no. 415 13 September 1989 & JP-A-01 154 730 ( MAZDA ) 16 June 1989",1
4,"Konechnik, Thomas J. et al. 1989. In Vitro Adsorption of Bile Salts by Colestipol Hydrochloride. Pharmaceutical Research. 6(7): 619-623.",1
4,"M. Giuliano et al., Conf. Record, 15th IEEE Photovoltaic Specialists Conf., (1981), pp. 997 1000.",8
4,"Wolff, M.W., et al. 'Electrophoretic analysis of glycoprotein glycans produced by lepidopteran insect cells infected with an immediate early recombinant baculovirus encoding mammalian beta1,4-galactosyltransferase.' Glycoconj J. Dec. 1999;16(12):753-6.",8
5,"European Search Report of EP 11 18 6663 Dated Apr. 2, 2012.",1
4,"'Curiel Strategies to adapt adenoviral vectors for targeted delivery', ANN N Y ACAD SCI, vol. 886, 1999, pages 158 - 71",8
4,"Roehl et al., High Density Damascene Wiring and Borderless Contacts for 64 M DRAM , IEEE VMIC Conference, pp. 22 28, Jun. 9 10, 1992.",8
4,"KOMBERG; BAKER: 'DNA Replication, Second Edition', 1992, W.H. FREEMAN",8
4,"Glen A. Larsen, Jr. & Gary R. Freeman, “Hedging Foreign Currency Transaction Exposure: The Importance of Real Rates of Interest”, Journal of Financial and Strategic Decisions, vol. 9 No. 1, Spring 1996.",1
8,"“New Technology allows cities to find tax delinquents' cars”, Westport-News. com, Mar. 2, 2005.",8
5,"International Search Report for Application No. PCT/US2004/012671, mailed on Sep. 28, 2007, 2 pages.",1
4,"STUDIER FW; MOFFATT BA: 'Use of bacteriophage T7 RNA polymerase to direct selective high- level expression of cloned genes', J MOL BIOL, vol. 189, 1986, pages 113 - 130",8
4,"JANOWSKI ET AL., NAT. CHEM. BIOL., vol. 3, 2007, pages 166",8
4,"Retry Success Sector Read Verification in Idle Mode, IBM Technical Disclosure Bulletin, vol. 38, No. 12, Dec. 1995, p. 433.",1
4,"Chemical Abstracts, vol. 83, No. 6, 11 Aug. 1975, Columbus, Ohio, US; abstract No. 50778, Photorecording Material p. 497; XP002006467 *abstract* & JP A 49 033 654 (Canon KK).",8
1773,"Patent Interference document-Sienna Clean Copy of Claims in interference between Senior Party U.S. Pat. No. 8 821 941 which shares common priority, assignee, and inventorship with the present application, and Junior Party U.S. Appl. No. 13/789,575, (U.S. Patent and Trademark Office, Patent Interference No. 106,037 (DK) Paper 7, dated Oct. 22, 2015).",1
4,"S. Zeman et al., Excitatory Amino Acids, Free Radicals and the Pathogenesis of Motor Neuron Disease Neuropathology and Applied Neurobiology 20:219 2331 (1994).",1
4,"NATURE MEDICINE, vol. 13, no. 3, pages 263 - 312",8
5,"EP Application 11 75 8677, Supplementary European Search Report, dated Jan. 17, 2014.",1
12,"Diamond Products Drilling Machines Core Bore M 1 promotional brochure, Oct. 1989.",1
4,"LAZAREVA ET AL., CELL BIOL., vol. 14, no. 2, 2000, pages 163 - 72",8
4,"WEAVER ET AL.: 'Mild memory impairment in healthy older adults is distinct from normal aging', BRAIN COGN., vol. 60, no. 2, 2006, pages 146 - 55",8
4,"SOO-JEONG CHOI ET AL.: ''5,5'-Substituted Indirubin-3'-oxime Derivatives as Potent Cyclin-Dependent Kinase Inhibitors with Anticancer Activity'', JOURNAL OF MEDICINAL CHEMISTRY, vol. 53, no. 9, 5 April 2010 (2010-04-05), pages 3696 - 3706",8
4,"Chemical Abstracts Service; Lakhani, R. R. et al., Database Accession No. 1998:549419; RN 116720-97-9; 116721-05-2; 116721-13-2; 116721-21-2 abstract & Journal of the Indian Chemical Society, 1988, 65(3): 197-9.",1
4,"Article entitled The Application of Advanced Control Theory to Enhance Molding Machine performance , appearing at pp. 94 102 of IEEE Conference Record of 1994 Forty sixth Annual Conference of Electrical Engineering Problems in the Rubber and Plastics Industries, Apr. 26 & 27, 1994 (not prior art).",1
4,"'Synosia therapeutics' SYN-115 improves motor and non-motor function in patients with mild-to-moder', BUSINESSWIRE, JPN6015034338, April 2010 (2010-04-01)",1
4,"He, Xiaofu et al., 'Contactless Autofeedback Iris Capture Design', IEEE Transactions on Instrumentation and Measurement, IEEE Service Center, Piscataway, NJ, U.S. 57(7):1369-1375 (2008).",1
4,"MORRISON; OI, ADV. IMMUNOL., vol. 44, 1988, pages 65 - 92",8
4,"OHTA, PROC. NATL. ACAD. SCI. USA, vol. 83, 1986, pages 715 - 719",8
4,"D. ADAM ET AL: 'Identification of P55 Tumor necrosis Factor Receptor-Associated Proteins that couple to signaling pathways not initiated by the death domain', JOURNAL OF INFLAMMATION, vol. 47, May 1996 (1996-05-01), pages 61 - 66, XP002044788",8
4,"LUO ET AL., CHEM. J. ASIAN, vol. 4, 2009, pages 1184 - 1195",8
9,"PATENT ABSTRACTS OF JAPAN vol. 1998, no. 09 31 July 1998 (1998-07-31)",8
5,"Thornwood, 'Memory Card Data Fastpath' IBM Technical Disclosure Bulletin, International Business Machines Corp, vol. 37, No. 2A, p. 637-638, Feb. 1, 1994.",8
4,"Lu et al. (1995) 'Laser-Induced Dry Lift-Off Process,' Jpn. J. Appl. Phys. 34:L1669-L1670.",8
4,"Kim et al., 'GSK3 at the Edge: Regulation of Developmental Specification and Cell Polarization,' Current Drug Targets, 7(11), pp. 1411-1419 (2006).",8
6,"Gary, Erika A., 'U.S. Appl. No. 10/882,042 Office Action'. Mar. 30, 2009, Publisher: USPTO, published in US.",1
4,"SETO ET AL: 'Synthesis of 3-hydroxy-4-methoxyphenethyl methyl and ethyl ketones', SCIENCE REPORTS TOHOKU UNIVERSITÄT,, vol. 33, 1 January 1949 (1949-01-01), pages 111 - 114, XP009154174",8
4,"Davis et al. J. Med. Chem. 1998, 41, 451-467.",8
9,JP 08 018 253 A in: Patent Abstracts of Japan,8
4,"Kim, et al., 'The Influence of Enzymes and Inflammation on Absorption of Experimentally Induced Vitreous Hemorrhage', Dept. of Ophthalmology, Korea Univ. Medical Journal, 9(1):87-97 (1972).",8
12,"Cubix Corporation, Datasheet: Single-Board Computers with Pentium Processors [online], 1997 [retrieved on Jul. 31, 2009], Retrieved from the Internet: , 5 pages.",1
4,"KUMAR ET AL: 'BioMap: Toward the Development of a Knowledge Base of Biomedical Literature', 2004 ACM SYMPOSIUM ON APPLIED COMPUTING, 14 February 2004 (2004-02-14) - 17 March 2004 (2004-03-17), Nicosia, CY, pages 121 - 127, XP002400584",8
12,"'Data Sheet MTCSICO, Integral True Colour Sensor-TO39 with optics' MAZeT Gmb H, http://www.mazet.de/produkte/farbsensoren/mtcs/en, Apr. 18, 2005.",1
4,"Chance, Rev. Sci. Instrum.; 22:619-627 (1951).",8
4,"LEE D ET AL: 'SWITCHABLE CANTILEVER FOR A TIME-OF-FLIGHT SCANNING FORCE MICROSCOPE', APPLIED PHYSICS LETTERS, AIP, AMERICAN INSTITUTE OF PHYSICS, MELVILLE, NY, US, vol. 84, no. 9, 1 March 2004 (2004-03-01), pages 1558 - 1560, XP001198027, ISSN: 0003-6951",8
4,"Author Unknown, 'PCT-SC: Ergonomically designed Trans-Mobile self-contained clinical computing workstation system,' Tremont Medical, 1997, 2 pages.",1
4,"Vita et al., 1999, Rational engineering of a miniprotein that reproduces the core of teh CD4 site interacting with HIV-1 envelope glycoprotein, Proc. Natl. Acad. Sci. USA 96:13091-13096.",1
9,"PATENT ABSTRACTS OF JAPAN, vol. 5, no. 77 (P-62)[749], 21st May 1981; & JP-A-56 22 932 (MATSUSHITA DENKI)",8
4,C.A. 83(1975) Nr. 178916e,1
4,"Fenderson et al., 'The blood group I antigen defined by monoclonal antibody C6 is a marker of early mesoderm during murine embryogenesis,' Differentiation 38:124-133, 1988.",8
4,"Kim Komando, 'With About 320 Million Sites, Search Engines Offer Some Help', copyright 1998, Los Angeles Times Syndication.",1
4,"Labrousse and Satre, 'Photodynamic Killing of Dictyostelium Discoideum Amoebae Mediated by 4',5'-Diiodoflurescin Isothiocyanate Dextran. A strategy for the isolation of Thermoconditional Endocytosis Mutants,' published in Photochemistry and Photobiology, 1993, vol. 67, No. 3, pp. 531-537.",8
10,"Tape Solutions: Router vs. Native Fibre Channel, Crossroads White Paper, pp. 1-7, Doc. Version #001, Crossroads Systems, Inc., Apr. 29, 2002.",8
4,"TAKAMIYA, J NEUROSCI RES, vol. 33, 1992, pages 493 - 503",8
4,"Lee et al, CDMA Systems Engineering Handbook (1998) [excerpts but not all pages numbered].",8
4,"MURATOGLU ET AL., BIOMATERIALS, vol. 20, no. 16, 1999, pages 1463 - 1470",8
4,"SALIM CHITROUB: 'Classifier combination and score level fusion:concepts and practical aspects', 《INTERNATIONAL JOURNAL OF IMAGE AND DATA FUSION》",8
4,"DE-Buch: Junge, H.-D., Physik-Verlag: Lexikon Elektrotechnik, 1. Aufl., Weinheim 1978, SS.24,84",1
4,"Chung et al., A survey of Flash Translation Layer, Journal of System Architecture 55, pp. 332-343.",8
4,"ORAL MICROBIOL. AND IMMUNOL. vol. 1, no. 1, October 1986, COPENHAGEN, DK pages 58 - 62 FRENCH, C.K ET AL. 'Dna probe detection of periodontal pathogens'",8
4,"LEMIEUX ET AL., THEOR. APPL. GENET, vol. 80, 1990, pages 234 - 240",1
4,"HETEROCYCLES, vol. 56, 2002, pages 257 - 264",8
6,"Russian Office Action, 2006138266/(041676), dated Oct. 30, 2006.",1
4,"The Wealth of India: A Dictionary of Indian Raw Materials and Industrial Products, Raw Materials, vol. II (1985). Delhi:Council of Scientific and Industrial Research, pp. 183-184.",1
6,"USPTO Notice of Allowance dated Jul. 18, 2011 for copending U.S. Appl. No. 12/199,304.",1
4,"Rendulic Snjezana et al.: 'A Predator Unmasked: Life Cycle of Bdllovibrio Bacteriovorus From a Genomic Perspective' Science (Washington DC), vol. 303, No. 5658, Jan. 30, 2004, pp. 689-692.",8
4,"Liu et al, Eukaryotic Cell, 8(4):483-486 (Apr. 2009).",8
4,"COVINGTON MICHAEL F ET AL: 'ELF3 modulates resetting of the circadian clock in Arabidopsis', PLANT CELL, vol. 13, no. 6, June 2001 (2001-06-01), pages 1305 - 1315, XP009092715, ISSN: 1040-4651",8
10,"Open Mobile Alliance, User Plane Location Protocol Draft Version 2.0, 01.02.2008, http://member.openmobilealliance.org/ftp/Public_documents/LOC/2008/OMA-LOC-2008-0032-INP_SUPL_2.0_TS_ULP_update.zip.",8
4,"Jin et al., Study of Tumor Markers in Mammary Ductal Lavage for Early Detection of Breast Carcinoma, Zhongguo Zhong Liu Lin Chuang 23(6):381-385 (1996), with English translation.",8
4,"'Effect of Alumina Particle Size on Prevention of Crystal Growth in Low-k Silica Dielectric Composite,' Jau-Ho Jean, et al., Materials Chemistry and Physics 40, pp. 50-55, 1995.",8
6,"USPTO; Final Office Action dated May 14, 2014 in U.S. Appl. No. 13/312,591.",1
4,"CRYSTAL GROWTH DES., vol. 3, 2003, pages 125",8
4,"Hardingham, T. E., 1979, Biochem. J., 177, 237-247.",8
6,"Restriction Requirement dated Dec. 18, 2014 from U.S. Appl. No. 13/337,291, 6 pages.",1
4,"YOSHIDA ET AL., IMMUNITY, vol. 20, no. 6, 2004, pages 769 - 783",8
4,"E. R. Fossum et al., A Linear and Compact Charge Coupled Charge Differencer/Replicator , IEEE Transactions on Electron Devices, vol. ED 31, No. 12, Dec. 1984, pp. 1784 1789.",1
5,STN Seach Report-pp. 1-2.,8
7,"Database EMBL, Database accession No. AX418771 (Jun. 18, 2002).",1
5,"Spanish Search Report for Spanish App. No. 201490025 dated Dec. 23, 2016, 5 pages.",1
4,"Y. Li, S. Gong, and H. Liddell, Support Vector Regression and Classification Based Multi-View Face Detection and Recognition, Proc. IEEE Int'l Conf. Automatic Face and Gesture Recognition, pp. 300-305, 2000.",8
7,"GenBank Accession No. AI699177.1 (Dec. 16, 1999).",1
4,"Jin.D et al., '65.2:Distinguished Paper:World-Largest (6.5'') Flexible Full Color Top Emission Amoled Display on Plastic Film and Its Bending Properties,', SID Digest '09 : SID Eng International Symposium Digest of Technical Papers, May 31, 2009, pp. 983-985.",8
4,"IEEE INFOCOM '88 März 1988, NEW ORLEANS US Seiten 334 - 343 M. G. HLUCHYJ ET AL. 'Queueing in Space-Division Packet Switching'",8
4,"Mario Maggi et al., J. Clin. Endocrinol. Metab., 1990, 1142-1154, 70.",8
4,"Christman et al., Amplification of Expression of Hepatitis B. . . Gene and Cloned Viral DNA , Proc. Natl. Acad. Sci. USA, vol. 79, pp. 1815 1819, Mar. 1982.",8
4,"Yu et al., 'A microbubble agent improves the therapeutic efficiency of high intensity focused ultrasound: a rabbit kidney study.' Urological Research, PubMed: Abstract, 2004.",1
6,"Non-Final Office Action for U.S. Appl. No. 10/832,086, mailed Sep. 19, 2007, 11 pages.",1
6,"Notice of Allowance dated Aug. 16, 2012 in U.S. Appl. No. 12/320,054.",1
4,"S.-H. HUANG ET AL., FOOD CONTROL, vol. 18, 2007, pages 893",8
4,"Mutsakis, M., et al., Advances in Static Mixing Technology , Chemical Engineering Progress, pp. 42 48, (Jul. 1986).",8
4,"Lou et al., 'Synthetic Hydrogels as Carriers in Antisense Therapy: Preliminary Evaluation of an Oligodeoxynucleotide Covalent Conjugate with a Copolymer of 1-Vinyl-2-Pyrrolidinone and 2-Hydroxyethyl Methacrylate,' J. Biomaterials Appl. : 15(4):307-320, 2001.",1
1752,"LG Electronics, “On the Working Assumption of the Threshold for EPDCCH Search Space”, R1-123972, 3GPP TSG RAN WG1 Meeting #70, Aug. 13-17, 2012.",1
4,"Clock Distribution Networks in VLSI Circuits and Systems, IEEE Press, ed. Eby G. Friedman, pp. 1-31.",8
4,"Ansell et al. 'Application of Oligo-(14-amino-3,6,9,12-tetraoxatetradecanoic acid) Lipid Conjugates as Steric Barrier Molecules in Liposomal Formulations' Bioconjugate Chem. 10:653-666 (1999).",8
12,Fresenius Medical Care Sleep-Safe Communicating Therapy.,8
6,"'Non-Final Office Action', U.S. Appl. No. 10/975,623, (Nov. 12, 2009), 8 pages.",1
6,"Communication Pursuant to Article 94(3) EPC Dated Feb. 24, 2010 From the European Patent Office Re.: Application No. 07827394.3.",8
4,"Wang, Tian et al., 'A 1200 BPS Speech Coder Based on MELP', in Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing, Jun. 2000, pp. 1375-1378.",8
4,"Clancy et al., “Anti-MAP Therapy Induces and Maintains Remission in Severs Crohn's Disease,” Ann NY Acad Sci, p. 1 (2005).",8
5,"European Patent Office, European Search Report for Patent No. 1939430, Dec. 22, 2009, 7 pages.",1
4,"Eisen et al, Eur. J. Bichem 237 514-518 (1996).*",8
9,"U.S. Appl. No. 15/023,556, filed Mar. 21, 2016, Roozbeh Ghaffari, Conformal Sensor Systems for Sensing and Analysis.",1
4,"Vectors: A Survey of Molecular Cloning Vectors and Their Uses, Butterworths, Boston MA (1988).",8
6,"Final Office Action dated Sep. 9, 2010 in U.S. Appl. No. 11/568,769.",1
4,"The New American Guide To Gambling And Games, Edwin Silberstang, New American Library, New York, 1972, 1979, 1987, pp. 285 301.",8
4,"GLUZMAN, Y. ET AL.: 'Communications in Molecular Biology: Viral Vectors', 1988, COLD SPRING HARBOR LABORATORY, pages: 172 - 189",8
6,"Office Action mailed Aug. 19, 2013 for related U.S. Appl. No. 12/888,100.",1
4,"Griner et al., The Journal of Investigative Dermatology, 1999, vol 112, pages 522-664 (abstract 320)",8
4,"Brito, Alisson V. et al. 'A General Purpose Partially Reconfigurable Processor Simulator (PReProS)' IEEE (2007) available at .",8
4,"CHEMICAL ABSTRACTS, vol. 114, no. 9, 4 March 1991, Columbus, Ohio, US; abstract no. 74713d, H. VAN DEN BOSSCHE: 'R 76713 and enantiomers: selective, nonsteroidal inhibitors of the cytochrome P450-dependent estrogen synthesis.'",8
4,"VAN ES; STASKUN, J. CHEM. SOC., 1965, pages 5775",8
6,"Communication from European Patent Office Application No. EP 05 753 675.7-1221 Date: Dec. 19, 2007 3 pages.",1
6,"Amendment with Information Disclosure in U.S. Appl. No. 11/633,302, submitted Dec. 3, 2008, 34 pages.",1
6,"Non-Final Office Action from U.S. Appl. No. 11/515,167 Dated Sep. 25, 2009.",1
4,"KAZANE ET AL., PROC NATL ACAD SCI USA, vol. 109, no. 10, 6 March 2012 (2012-03-06), pages 3731 - 6",8
8,"Rift Crafting and Gathering - Professions! - TGN.TV https://www.youtube.com/watch?v=tM9QYAuMnt4 Uploaded Feb 6, 2011 Posted by tgnRift",8
4,"Hua, et al., 'Rapid Detection Of Methicillin-Resistant Staphylococcus Aureus (MRSA) Using Digital Microfluidics', Proc. muTAS, 2008.",8
9,"U.S. Appl. No. 12/044,918, 'Selective Capping of Copper with Ruthenium', Alers et al., filed Mar. 7, 2008.",1
5,"International Search Report (PCT/ISA/210) mailed on Aug. 7, 2012, by the Japanese Patent Office as the International Searching Authority for International Application No. PCT/JP2012/063860.",1
6,"Non-Final Office Action dated Jun. 17, 2016, U.S. Appl. No. 13/188,290, filed Jul. 21, 2011, Applicant: Mo Selim, Art Unit: 2699, 26 pages.",1
12,"Kolter, Kollicoat® SR 30 D, Coated Drug Delivery Systems, ExAct, 11:3 (Oct. 2003).",8
4,"KLIMKA ET AL., BR. J. CANCER, vol. 83, 2000, pages 252 - 260",8
7,"NCBI Entrez Accession No. AAK31105 (gi:13569410), Tseng, et al., Apr. 10, 2001.",8
